part_number,functional_id,product_line,forecast_month,months_of_history,months_since_sub,in_transition_window,forecast,actual,abs_error,pct_error,fit_status,alpha,model_type
BE02-6912-XL,FID-BE-02,PL-Beta,2024-12-01,33,10,False,10.0,11,1.0,9.090909090909092,fitted,0.3969,BOM-aware SES
BE03-9667-PX,FID-BE-03,PL-Beta,2024-10-01,33,14,False,44.0,44,0.0,0.0,fitted,0.6931,BOM-aware SES
BE03-9667-PX,FID-BE-03,PL-Beta,2024-11-01,33,15,False,44.0,48,4.0,8.333333333333332,fitted,0.6931,BOM-aware SES
BE03-9667-PX,FID-BE-03,PL-Beta,2024-12-01,33,16,False,44.0,44,0.0,0.0,fitted,0.6931,BOM-aware SES
BE04-1458-CB,FID-BE-04,PL-Beta,2024-10-01,33,15,False,67.0,49,18.0,36.734693877551024,fitted,0.4127,BOM-aware SES
BE04-1458-CB,FID-BE-04,PL-Beta,2024-11-01,33,16,False,67.0,64,3.0,4.6875,fitted,0.4127,BOM-aware SES
BE04-1458-CB,FID-BE-04,PL-Beta,2024-12-01,33,17,False,67.0,65,2.0,3.076923076923077,fitted,0.4127,BOM-aware SES
BE05-2464-ZN,FID-BE-05,PL-Beta,2024-10-01,33,7,False,111.0,151,40.0,26.490066225165563,fitted,0.3736,BOM-aware SES
BE05-2464-ZN,FID-BE-05,PL-Beta,2024-11-01,33,8,False,111.0,154,43.0,27.92207792207792,fitted,0.3736,BOM-aware SES
BE05-2464-ZN,FID-BE-05,PL-Beta,2024-12-01,33,9,False,111.0,111,0.0,0.0,fitted,0.3736,BOM-aware SES
BE06-5024-AS,FID-BE-06,PL-Beta,2024-10-01,33,9,False,178.0,168,10.0,5.952380952380952,fitted,0.4526,BOM-aware SES
BE06-5024-AS,FID-BE-06,PL-Beta,2024-11-01,33,10,False,178.0,145,33.0,22.758620689655174,fitted,0.4526,BOM-aware SES
BE06-5024-AS,FID-BE-06,PL-Beta,2024-12-01,33,11,False,178.0,169,9.0,5.325443786982249,fitted,0.4526,BOM-aware SES
BE07-8749-CL,FID-BE-07,PL-Beta,2024-10-01,33,8,False,38.0,21,17.0,80.95238095238095,fitted,0.6006,BOM-aware SES
BE07-8749-CL,FID-BE-07,PL-Beta,2024-11-01,33,9,False,38.0,37,1.0,2.7027027027027026,fitted,0.6006,BOM-aware SES
BE07-8749-CL,FID-BE-07,PL-Beta,2024-12-01,33,10,False,38.0,43,5.0,11.627906976744185,fitted,0.6006,BOM-aware SES
BE08-3813-WG,FID-BE-08,PL-Beta,2024-10-01,33,26,False,29.0,21,8.0,38.095238095238095,fitted,0.2276,BOM-aware SES
BE08-3813-WG,FID-BE-08,PL-Beta,2024-11-01,33,27,False,29.0,20,9.0,45.0,fitted,0.2276,BOM-aware SES
BE08-3813-WG,FID-BE-08,PL-Beta,2024-12-01,33,28,False,29.0,29,0.0,0.0,fitted,0.2276,BOM-aware SES
BE09-2451-XW,FID-BE-09,PL-Beta,2024-10-01,33,23,False,102.0,114,12.0,10.526315789473683,fitted,0.3161,BOM-aware SES
BE09-2451-XW,FID-BE-09,PL-Beta,2024-11-01,33,24,False,102.0,106,4.0,3.7735849056603774,fitted,0.3161,BOM-aware SES
BE09-2451-XW,FID-BE-09,PL-Beta,2024-12-01,33,25,False,102.0,116,14.0,12.068965517241379,fitted,0.3161,BOM-aware SES
BE10-5973-PD,FID-BE-10,PL-Beta,2024-10-01,33,21,False,199.0,201,2.0,0.9950248756218906,fitted,0.2525,BOM-aware SES
BE10-5973-PD,FID-BE-10,PL-Beta,2024-11-01,33,22,False,199.0,235,36.0,15.319148936170212,fitted,0.2525,BOM-aware SES
BE10-5973-PD,FID-BE-10,PL-Beta,2024-12-01,33,23,False,199.0,193,6.0,3.1088082901554404,fitted,0.2525,BOM-aware SES
BE11-6899-UN,FID-BE-11,PL-Beta,2024-10-01,33,11,False,62.0,69,7.0,10.144927536231885,fitted,0.2936,BOM-aware SES
BE11-6899-UN,FID-BE-11,PL-Beta,2024-11-01,33,12,False,62.0,63,1.0,1.5873015873015872,fitted,0.2936,BOM-aware SES
BE11-6899-UN,FID-BE-11,PL-Beta,2024-12-01,33,13,False,62.0,66,4.0,6.0606060606060606,fitted,0.2936,BOM-aware SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-10-01,33,3,True,138.0,125,13.0,10.4,fitted,0.05,BOM-aware SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-11-01,33,4,True,138.0,147,9.0,6.122448979591836,fitted,0.05,BOM-aware SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-12-01,33,5,True,138.0,117,21.0,17.94871794871795,fitted,0.05,BOM-aware SES
DE01-9255-LW,FID-DE-01,PL-Delta,2024-10-01,33,24,False,150.0,170,20.0,11.76470588235294,fitted,0.4513,BOM-aware SES
DE01-9255-LW,FID-DE-01,PL-Delta,2024-11-01,33,25,False,150.0,157,7.0,4.45859872611465,fitted,0.4513,BOM-aware SES
DE01-9255-LW,FID-DE-01,PL-Delta,2024-12-01,33,26,False,150.0,174,24.0,13.793103448275861,fitted,0.4513,BOM-aware SES
DE02-8089-ZY,FID-DE-02,PL-Delta,2024-10-01,33,12,False,175.0,218,43.0,19.724770642201836,fitted,0.05,BOM-aware SES
DE02-8089-ZY,FID-DE-02,PL-Delta,2024-11-01,33,13,False,175.0,203,28.0,13.793103448275861,fitted,0.05,BOM-aware SES
DE02-8089-ZY,FID-DE-02,PL-Delta,2024-12-01,33,14,False,175.0,154,21.0,13.636363636363635,fitted,0.05,BOM-aware SES
DE03-6206-MF,FID-DE-03,PL-Delta,2024-10-01,33,20,False,149.0,178,29.0,16.292134831460675,fitted,0.0921,BOM-aware SES
DE03-6206-MF,FID-DE-03,PL-Delta,2024-11-01,33,21,False,149.0,157,8.0,5.095541401273886,fitted,0.0921,BOM-aware SES
DE03-6206-MF,FID-DE-03,PL-Delta,2024-12-01,33,22,False,149.0,150,1.0,0.6666666666666667,fitted,0.0921,BOM-aware SES
DE04-5006-JZ,FID-DE-04,PL-Delta,2024-10-01,33,23,False,35.0,33,2.0,6.0606060606060606,fitted,0.3499,BOM-aware SES
DE04-5006-JZ,FID-DE-04,PL-Delta,2024-11-01,33,24,False,35.0,32,3.0,9.375,fitted,0.3499,BOM-aware SES
DE04-5006-JZ,FID-DE-04,PL-Delta,2024-12-01,33,25,False,35.0,33,2.0,6.0606060606060606,fitted,0.3499,BOM-aware SES
DE05-2506-LK,FID-DE-05,PL-Delta,2024-10-01,33,3,True,51.0,54,3.0,5.555555555555555,fitted,0.133,BOM-aware SES
DE05-2506-LK,FID-DE-05,PL-Delta,2024-11-01,33,4,True,51.0,54,3.0,5.555555555555555,fitted,0.133,BOM-aware SES
DE05-2506-LK,FID-DE-05,PL-Delta,2024-12-01,33,5,True,51.0,56,5.0,8.928571428571429,fitted,0.133,BOM-aware SES
DE06-4870-OS,FID-DE-06,PL-Delta,2024-10-01,33,15,False,133.0,158,25.0,15.822784810126583,fitted,0.05,BOM-aware SES
DE06-4870-OS,FID-DE-06,PL-Delta,2024-11-01,33,16,False,133.0,112,21.0,18.75,fitted,0.05,BOM-aware SES
DE06-4870-OS,FID-DE-06,PL-Delta,2024-12-01,33,17,False,133.0,118,15.0,12.711864406779661,fitted,0.05,BOM-aware SES
DE07-3228-OT,FID-DE-07,PL-Delta,2024-10-01,33,20,False,138.0,156,18.0,11.538461538461538,fitted,0.1436,BOM-aware SES
DE07-3228-OT,FID-DE-07,PL-Delta,2024-11-01,33,21,False,138.0,169,31.0,18.34319526627219,fitted,0.1436,BOM-aware SES
DE07-3228-OT,FID-DE-07,PL-Delta,2024-12-01,33,22,False,138.0,138,0.0,0.0,fitted,0.1436,BOM-aware SES
DE08-6337-CE,FID-DE-08,PL-Delta,2024-10-01,33,2,True,165.0,146,19.0,13.013698630136986,fitted,0.1051,BOM-aware SES
DE08-6337-CE,FID-DE-08,PL-Delta,2024-11-01,33,3,True,165.0,161,4.0,2.484472049689441,fitted,0.1051,BOM-aware SES
DE08-6337-CE,FID-DE-08,PL-Delta,2024-12-01,33,4,True,165.0,151,14.0,9.271523178807946,fitted,0.1051,BOM-aware SES
DE09-6861-GD,FID-DE-09,PL-Delta,2024-10-01,33,19,False,28.0,27,1.0,3.7037037037037033,fitted,0.4357,BOM-aware SES
DE09-6861-GD,FID-DE-09,PL-Delta,2024-11-01,33,20,False,28.0,28,0.0,0.0,fitted,0.4357,BOM-aware SES
DE09-6861-GD,FID-DE-09,PL-Delta,2024-12-01,33,21,False,28.0,35,7.0,20.0,fitted,0.4357,BOM-aware SES
DE10-5929-PQ,FID-DE-10,PL-Delta,2024-10-01,33,28,False,31.0,37,6.0,16.216216216216218,fitted,0.1242,BOM-aware SES
DE10-5929-PQ,FID-DE-10,PL-Delta,2024-11-01,33,29,False,31.0,31,0.0,0.0,fitted,0.1242,BOM-aware SES
DE10-5929-PQ,FID-DE-10,PL-Delta,2024-12-01,33,30,False,31.0,30,1.0,3.3333333333333335,fitted,0.1242,BOM-aware SES
DE11-5740-FS,FID-DE-11,PL-Delta,2024-10-01,33,2,True,44.0,43,1.0,2.3255813953488373,fitted,0.7051,BOM-aware SES
DE11-5740-FS,FID-DE-11,PL-Delta,2024-11-01,33,3,True,44.0,42,2.0,4.761904761904762,fitted,0.7051,BOM-aware SES
DE11-5740-FS,FID-DE-11,PL-Delta,2024-12-01,33,4,True,44.0,45,1.0,2.2222222222222223,fitted,0.7051,BOM-aware SES
DE12-8224-RH,FID-DE-12,PL-Delta,2024-10-01,33,11,False,143.0,114,29.0,25.438596491228072,fitted,0.401,BOM-aware SES
DE12-8224-RH,FID-DE-12,PL-Delta,2024-11-01,33,12,False,143.0,131,12.0,9.16030534351145,fitted,0.401,BOM-aware SES
DE12-8224-RH,FID-DE-12,PL-Delta,2024-12-01,33,13,False,143.0,157,14.0,8.9171974522293,fitted,0.401,BOM-aware SES
GA01-7174-HB,FID-GA-01,PL-Gamma,2024-10-01,33,15,False,197.0,253,56.0,22.134387351778656,fitted,0.4888,BOM-aware SES
GA01-7174-HB,FID-GA-01,PL-Gamma,2024-11-01,33,16,False,197.0,226,29.0,12.831858407079647,fitted,0.4888,BOM-aware SES
GA01-7174-HB,FID-GA-01,PL-Gamma,2024-12-01,33,17,False,197.0,217,20.0,9.216589861751153,fitted,0.4888,BOM-aware SES
GA02-3316-BT,FID-GA-02,PL-Gamma,2024-10-01,33,18,False,113.0,116,3.0,2.586206896551724,fitted,0.5118,BOM-aware SES
GA02-3316-BT,FID-GA-02,PL-Gamma,2024-11-01,33,19,False,113.0,129,16.0,12.4031007751938,fitted,0.5118,BOM-aware SES
GA02-3316-BT,FID-GA-02,PL-Gamma,2024-12-01,33,20,False,113.0,120,7.0,5.833333333333333,fitted,0.5118,BOM-aware SES
GA03-6753-GW,FID-GA-03,PL-Gamma,2024-10-01,33,15,False,58.0,53,5.0,9.433962264150944,fitted,0.1227,BOM-aware SES
GA03-6753-GW,FID-GA-03,PL-Gamma,2024-11-01,33,16,False,58.0,60,2.0,3.3333333333333335,fitted,0.1227,BOM-aware SES
GA03-6753-GW,FID-GA-03,PL-Gamma,2024-12-01,33,17,False,58.0,67,9.0,13.432835820895523,fitted,0.1227,BOM-aware SES
GA04-2889-OS,FID-GA-04,PL-Gamma,2024-10-01,33,17,False,20.0,26,6.0,23.076923076923077,fitted,0.2611,BOM-aware SES
GA04-2889-OS,FID-GA-04,PL-Gamma,2024-11-01,33,18,False,20.0,23,3.0,13.043478260869565,fitted,0.2611,BOM-aware SES
GA04-2889-OS,FID-GA-04,PL-Gamma,2024-12-01,33,19,False,20.0,25,5.0,20.0,fitted,0.2611,BOM-aware SES
GA05-6375-ZQ,FID-GA-05,PL-Gamma,2024-10-01,33,7,False,22.0,20,2.0,10.0,fitted,0.2161,BOM-aware SES
GA05-6375-ZQ,FID-GA-05,PL-Gamma,2024-11-01,33,8,False,22.0,21,1.0,4.761904761904762,fitted,0.2161,BOM-aware SES
GA05-6375-ZQ,FID-GA-05,PL-Gamma,2024-12-01,33,9,False,22.0,21,1.0,4.761904761904762,fitted,0.2161,BOM-aware SES
GA06-8929-DF,FID-GA-06,PL-Gamma,2024-10-01,33,26,False,151.0,195,44.0,22.564102564102566,fitted,0.1787,BOM-aware SES
GA06-8929-DF,FID-GA-06,PL-Gamma,2024-11-01,33,27,False,151.0,114,37.0,32.45614035087719,fitted,0.1787,BOM-aware SES
GA06-8929-DF,FID-GA-06,PL-Gamma,2024-12-01,33,28,False,151.0,165,14.0,8.484848484848486,fitted,0.1787,BOM-aware SES
GA07-9431-BQ,FID-GA-07,PL-Gamma,2024-10-01,33,8,False,85.0,84,1.0,1.1904761904761905,fitted,0.3163,BOM-aware SES
GA07-9431-BQ,FID-GA-07,PL-Gamma,2024-11-01,33,9,False,85.0,84,1.0,1.1904761904761905,fitted,0.3163,BOM-aware SES
GA07-9431-BQ,FID-GA-07,PL-Gamma,2024-12-01,33,10,False,85.0,91,6.0,6.593406593406594,fitted,0.3163,BOM-aware SES
GA08-3127-GR,FID-GA-08,PL-Gamma,2024-10-01,33,11,False,114.0,81,33.0,40.74074074074074,fitted,0.2899,BOM-aware SES
GA08-3127-GR,FID-GA-08,PL-Gamma,2024-11-01,33,12,False,114.0,143,29.0,20.27972027972028,fitted,0.2899,BOM-aware SES
GA08-3127-GR,FID-GA-08,PL-Gamma,2024-12-01,33,13,False,114.0,122,8.0,6.557377049180328,fitted,0.2899,BOM-aware SES
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-10-01,33,2,True,67.0,90,23.0,25.555555555555554,fitted,0.2196,BOM-aware SES
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-11-01,33,3,True,67.0,69,2.0,2.898550724637681,fitted,0.2196,BOM-aware SES
GA09-9831-UE,FID-GA-09,PL-Gamma,2024-12-01,33,4,True,67.0,81,14.0,17.28395061728395,fitted,0.2196,BOM-aware SES
GA10-4441-LM,FID-GA-10,PL-Gamma,2024-10-01,33,22,False,187.0,205,18.0,8.780487804878048,fitted,0.1539,BOM-aware SES
GA10-4441-LM,FID-GA-10,PL-Gamma,2024-11-01,33,23,False,187.0,144,43.0,29.86111111111111,fitted,0.1539,BOM-aware SES
GA10-4441-LM,FID-GA-10,PL-Gamma,2024-12-01,33,24,False,187.0,190,3.0,1.5789473684210527,fitted,0.1539,BOM-aware SES
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-10-01,33,6,True,150.0,175,25.0,14.285714285714285,fitted,0.2533,BOM-aware SES
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-11-01,33,7,False,150.0,174,24.0,13.793103448275861,fitted,0.2533,BOM-aware SES
GA11-2770-KI,FID-GA-11,PL-Gamma,2024-12-01,33,8,False,150.0,169,19.0,11.242603550295858,fitted,0.2533,BOM-aware SES
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-10-01,33,5,True,184.0,172,12.0,6.976744186046512,fitted,0.4806,BOM-aware SES
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-11-01,33,6,True,184.0,206,22.0,10.679611650485436,fitted,0.4806,BOM-aware SES
GA12-5669-KH,FID-GA-12,PL-Gamma,2024-12-01,33,7,False,184.0,232,48.0,20.689655172413794,fitted,0.4806,BOM-aware SES
