part_number,functional_id,product_line,forecast_month,months_of_history,months_since_sub,in_transition_window,forecast,actual,abs_error,pct_error,fit_status,alpha,model_type
AL04-2481-FP,FID-AL-04,PL-Alpha,2024-05-01,27,,False,189.0,273,84.0,30.76923076923077,fitted,0.6664,SES
AL04-2481-FP,FID-AL-04,PL-Alpha,2024-06-01,27,,False,189.0,192,3.0,1.5625,fitted,0.6664,SES
AL04-5797-VA,FID-AL-04,PL-Alpha,2024-10-01,3,3.0,True,237.0,230,7.0,3.0434782608695654,fitted,0.05,SES
AL04-5797-VA,FID-AL-04,PL-Alpha,2024-11-01,3,4.0,True,237.0,216,21.0,9.722222222222223,fitted,0.05,SES
AL04-5797-VA,FID-AL-04,PL-Alpha,2024-12-01,3,5.0,True,237.0,220,17.0,7.727272727272727,fitted,0.05,SES
AL05-1727-US,FID-AL-05,PL-Alpha,2022-05-01,4,,False,78.0,69,9.0,13.043478260869565,fitted,0.7448,SES
AL05-1727-US,FID-AL-05,PL-Alpha,2022-06-01,4,,False,78.0,63,15.0,23.809523809523807,fitted,0.7448,SES
AL05-1727-US,FID-AL-05,PL-Alpha,2022-07-01,4,,False,78.0,78,0.0,0.0,fitted,0.7448,SES
AL05-4577-IE,FID-AL-05,PL-Alpha,2023-05-01,9,9.0,False,71.0,82,11.0,13.414634146341465,fitted,0.05,SES
AL05-4577-IE,FID-AL-05,PL-Alpha,2023-06-01,9,10.0,False,71.0,56,15.0,26.785714285714285,fitted,0.05,SES
AL05-4577-IE,FID-AL-05,PL-Alpha,2023-07-01,9,11.0,False,71.0,58,13.0,22.413793103448278,fitted,0.05,SES
AL05-9757-YI,FID-AL-05,PL-Alpha,2024-10-01,14,14.0,False,64.0,76,12.0,15.789473684210526,fitted,0.1679,SES
AL05-9757-YI,FID-AL-05,PL-Alpha,2024-11-01,14,15.0,False,64.0,54,10.0,18.51851851851852,fitted,0.1679,SES
AL05-9757-YI,FID-AL-05,PL-Alpha,2024-12-01,14,16.0,False,64.0,67,3.0,4.477611940298507,fitted,0.1679,SES
AL06-2382-US,FID-AL-06,PL-Alpha,2024-10-01,13,13.0,False,123.0,104,19.0,18.269230769230766,fitted,0.1673,SES
AL06-2382-US,FID-AL-06,PL-Alpha,2024-11-01,13,14.0,False,123.0,116,7.0,6.0344827586206895,fitted,0.1673,SES
AL06-2382-US,FID-AL-06,PL-Alpha,2024-12-01,13,15.0,False,123.0,133,10.0,7.518796992481203,fitted,0.1673,SES
AL06-3562-CC,FID-AL-06,PL-Alpha,2022-06-01,5,,False,104.0,109,5.0,4.587155963302752,fitted,0.8659,SES
AL06-3562-CC,FID-AL-06,PL-Alpha,2022-07-01,5,,False,104.0,145,41.0,28.27586206896552,fitted,0.8659,SES
AL06-3562-CC,FID-AL-06,PL-Alpha,2022-08-01,5,,False,104.0,135,31.0,22.962962962962962,fitted,0.8659,SES
AL06-6196-WP,FID-AL-06,PL-Alpha,2023-06-01,9,9.0,False,79.0,109,30.0,27.522935779816514,fitted,0.946,SES
AL06-6196-WP,FID-AL-06,PL-Alpha,2023-07-01,9,10.0,False,79.0,96,17.0,17.708333333333336,fitted,0.946,SES
AL06-6196-WP,FID-AL-06,PL-Alpha,2023-08-01,9,11.0,False,79.0,104,25.0,24.03846153846154,fitted,0.946,SES
AL07-4297-JO,FID-AL-07,PL-Alpha,2024-10-01,23,23.0,False,112.0,107,5.0,4.672897196261682,fitted,0.2317,SES
AL07-4297-JO,FID-AL-07,PL-Alpha,2024-11-01,23,24.0,False,112.0,83,29.0,34.93975903614458,fitted,0.2317,SES
AL07-4297-JO,FID-AL-07,PL-Alpha,2024-12-01,23,25.0,False,112.0,119,7.0,5.88235294117647,fitted,0.2317,SES
AL07-5544-NZ,FID-AL-07,PL-Alpha,2022-08-01,7,,False,102.0,118,16.0,13.559322033898304,fitted,0.95,SES
AL07-5544-NZ,FID-AL-07,PL-Alpha,2022-09-01,7,,False,102.0,111,9.0,8.108108108108109,fitted,0.95,SES
AL07-5544-NZ,FID-AL-07,PL-Alpha,2022-10-01,7,,False,102.0,148,46.0,31.08108108108108,fitted,0.95,SES
AL08-2252-WP,FID-AL-08,PL-Alpha,2024-05-01,11,11.0,False,72.0,65,7.0,10.76923076923077,fitted,0.1458,SES
AL08-2252-WP,FID-AL-08,PL-Alpha,2024-06-01,11,12.0,False,72.0,75,3.0,4.0,fitted,0.1458,SES
AL08-2252-WP,FID-AL-08,PL-Alpha,2024-07-01,11,13.0,False,72.0,84,12.0,14.285714285714285,fitted,0.1458,SES
AL08-6395-VQ,FID-AL-08,PL-Alpha,2023-03-01,14,,False,77.0,85,8.0,9.411764705882353,fitted,0.4075,SES
AL08-6395-VQ,FID-AL-08,PL-Alpha,2023-04-01,14,,False,77.0,80,3.0,3.75,fitted,0.4075,SES
AL08-6395-VQ,FID-AL-08,PL-Alpha,2023-05-01,14,,False,77.0,92,15.0,16.304347826086957,fitted,0.4075,SES
AL08-9380-SB,FID-AL-08,PL-Alpha,2024-10-01,2,2.0,True,49.0,75,26.0,34.66666666666667,fitted,0.95,SES
AL08-9380-SB,FID-AL-08,PL-Alpha,2024-11-01,2,3.0,True,49.0,73,24.0,32.87671232876712,fitted,0.95,SES
AL08-9380-SB,FID-AL-08,PL-Alpha,2024-12-01,2,4.0,True,49.0,76,27.0,35.526315789473685,fitted,0.95,SES
AL09-1397-FH,FID-AL-09,PL-Alpha,2022-05-01,4,,False,180.0,166,14.0,8.433734939759036,fitted,0.05,SES
AL09-1397-FH,FID-AL-09,PL-Alpha,2022-06-01,4,,False,180.0,166,14.0,8.433734939759036,fitted,0.05,SES
AL09-1397-FH,FID-AL-09,PL-Alpha,2022-07-01,4,,False,180.0,139,41.0,29.496402877697843,fitted,0.05,SES
AL09-3554-QJ,FID-AL-09,PL-Alpha,2024-10-01,9,9.0,False,137.0,141,4.0,2.8368794326241136,fitted,0.3652,SES
AL09-3554-QJ,FID-AL-09,PL-Alpha,2024-11-01,9,10.0,False,137.0,171,34.0,19.883040935672515,fitted,0.3652,SES
AL09-3554-QJ,FID-AL-09,PL-Alpha,2024-12-01,9,11.0,False,137.0,173,36.0,20.809248554913296,fitted,0.3652,SES
AL09-7159-CH,FID-AL-09,PL-Alpha,2023-10-01,3,3.0,True,181.0,180,1.0,0.5555555555555556,fitted,0.6563,SES
AL09-7159-CH,FID-AL-09,PL-Alpha,2023-11-01,3,4.0,True,181.0,173,8.0,4.624277456647398,fitted,0.6563,SES
AL09-7159-CH,FID-AL-09,PL-Alpha,2023-12-01,3,5.0,True,181.0,216,35.0,16.203703703703702,fitted,0.6563,SES
AL09-8911-CG,FID-AL-09,PL-Alpha,2023-04-01,8,8.0,False,163.0,140,23.0,16.428571428571427,fitted,0.0882,SES
AL09-8911-CG,FID-AL-09,PL-Alpha,2023-05-01,8,9.0,False,163.0,165,2.0,1.2121212121212122,fitted,0.0882,SES
AL09-8911-CG,FID-AL-09,PL-Alpha,2023-06-01,8,10.0,False,163.0,180,17.0,9.444444444444445,fitted,0.0882,SES
AL10-1825-JF,FID-AL-10,PL-Alpha,2023-01-01,12,,False,32.0,40,8.0,20.0,fitted,0.5225,SES
AL10-1825-JF,FID-AL-10,PL-Alpha,2023-02-01,12,,False,32.0,30,2.0,6.666666666666667,fitted,0.5225,SES
AL10-1825-JF,FID-AL-10,PL-Alpha,2023-03-01,12,,False,32.0,26,6.0,23.076923076923077,fitted,0.5225,SES
AL10-2651-QP,FID-AL-10,PL-Alpha,2024-05-01,5,5.0,True,42.0,42,0.0,0.0,fitted,0.05,SES
AL10-2651-QP,FID-AL-10,PL-Alpha,2024-06-01,5,6.0,True,42.0,48,6.0,12.5,fitted,0.05,SES
AL10-2651-QP,FID-AL-10,PL-Alpha,2024-07-01,5,7.0,False,42.0,53,11.0,20.754716981132077,fitted,0.05,SES
AL10-4387-ES,FID-AL-10,PL-Alpha,2024-10-01,2,2.0,True,48.0,42,6.0,14.285714285714285,fitted,0.95,SES
AL10-4387-ES,FID-AL-10,PL-Alpha,2024-11-01,2,3.0,True,48.0,49,1.0,2.0408163265306123,fitted,0.95,SES
AL10-4387-ES,FID-AL-10,PL-Alpha,2024-12-01,2,4.0,True,48.0,47,1.0,2.127659574468085,fitted,0.95,SES
AL10-7931-GY,FID-AL-10,PL-Alpha,2023-09-01,5,5.0,True,43.0,46,3.0,6.521739130434782,fitted,0.6907,SES
AL10-7931-GY,FID-AL-10,PL-Alpha,2023-10-01,5,6.0,True,43.0,40,3.0,7.5,fitted,0.6907,SES
AL10-7931-GY,FID-AL-10,PL-Alpha,2023-11-01,5,7.0,False,43.0,47,4.0,8.51063829787234,fitted,0.6907,SES
AL11-6024-OR,FID-AL-11,PL-Alpha,2024-10-01,3,3.0,True,146.0,164,18.0,10.975609756097562,fitted,0.05,SES
AL11-6024-OR,FID-AL-11,PL-Alpha,2024-11-01,3,4.0,True,146.0,128,18.0,14.0625,fitted,0.05,SES
AL11-6024-OR,FID-AL-11,PL-Alpha,2024-12-01,3,5.0,True,146.0,148,2.0,1.3513513513513513,fitted,0.05,SES
AL11-7629-ZQ,FID-AL-11,PL-Alpha,2024-04-01,14,14.0,False,140.0,146,6.0,4.10958904109589,fitted,0.5243,SES
AL11-7629-ZQ,FID-AL-11,PL-Alpha,2024-05-01,14,15.0,False,140.0,134,6.0,4.477611940298507,fitted,0.5243,SES
AL11-7629-ZQ,FID-AL-11,PL-Alpha,2024-06-01,14,16.0,False,140.0,137,3.0,2.18978102189781,fitted,0.5243,SES
AL11-8273-EJ,FID-AL-11,PL-Alpha,2022-11-01,10,,False,147.0,158,11.0,6.962025316455696,fitted,0.7175,SES
AL11-8273-EJ,FID-AL-11,PL-Alpha,2022-12-01,10,,False,147.0,125,22.0,17.599999999999998,fitted,0.7175,SES
AL11-8273-EJ,FID-AL-11,PL-Alpha,2023-01-01,10,,False,147.0,163,16.0,9.815950920245399,fitted,0.7175,SES
AL12-3957-FA,FID-AL-12,PL-Alpha,2024-10-01,17,17.0,False,215.0,193,22.0,11.398963730569948,fitted,0.5366,SES
AL12-3957-FA,FID-AL-12,PL-Alpha,2024-11-01,17,18.0,False,215.0,256,41.0,16.015625,fitted,0.5366,SES
AL12-3957-FA,FID-AL-12,PL-Alpha,2024-12-01,17,19.0,False,215.0,215,0.0,0.0,fitted,0.5366,SES
AL12-4532-VU,FID-AL-12,PL-Alpha,2023-02-01,13,,False,200.0,223,23.0,10.31390134529148,fitted,0.1195,SES
AL12-4532-VU,FID-AL-12,PL-Alpha,2023-03-01,13,,False,200.0,179,21.0,11.731843575418994,fitted,0.1195,SES
AL12-4532-VU,FID-AL-12,PL-Alpha,2023-04-01,13,,False,200.0,158,42.0,26.582278481012654,fitted,0.1195,SES
BE01-2281-WI,FID-BE-01,PL-Beta,2024-10-01,4,4.0,True,196.0,225,29.0,12.88888888888889,fitted,0.05,SES
BE01-2281-WI,FID-BE-01,PL-Beta,2024-11-01,4,5.0,True,196.0,222,26.0,11.711711711711711,fitted,0.05,SES
BE01-2281-WI,FID-BE-01,PL-Beta,2024-12-01,4,6.0,True,196.0,200,4.0,2.0,fitted,0.05,SES
BE01-3767-FY,FID-BE-01,PL-Beta,2024-03-01,3,3.0,True,191.0,169,22.0,13.017751479289942,fitted,0.05,SES
BE01-3767-FY,FID-BE-01,PL-Beta,2024-04-01,3,4.0,True,191.0,164,27.0,16.463414634146343,fitted,0.05,SES
BE01-3767-FY,FID-BE-01,PL-Beta,2024-05-01,3,5.0,True,191.0,174,17.0,9.770114942528735,fitted,0.05,SES
BE01-4781-IG,FID-BE-01,PL-Beta,2023-09-01,20,,False,191.0,203,12.0,5.911330049261084,fitted,0.2525,SES
BE01-4781-IG,FID-BE-01,PL-Beta,2023-10-01,20,,False,191.0,198,7.0,3.535353535353535,fitted,0.2525,SES
BE01-4781-IG,FID-BE-01,PL-Beta,2023-11-01,20,,False,191.0,243,52.0,21.39917695473251,fitted,0.2525,SES
BE02-6912-XL,FID-BE-02,PL-Beta,2024-10-01,8,8.0,False,10.0,12,2.0,16.666666666666664,fitted,0.0829,SES
BE02-6912-XL,FID-BE-02,PL-Beta,2024-11-01,8,9.0,False,10.0,9,1.0,11.11111111111111,fitted,0.0829,SES
BE02-6912-XL,FID-BE-02,PL-Beta,2024-12-01,8,10.0,False,10.0,11,1.0,9.090909090909092,fitted,0.0829,SES
BE02-7418-RK,FID-BE-02,PL-Beta,2023-11-01,22,,False,11.0,11,0.0,0.0,fitted,0.5223,SES
BE02-7418-RK,FID-BE-02,PL-Beta,2023-12-01,22,,False,11.0,8,3.0,37.5,fitted,0.5223,SES
BE02-7418-RK,FID-BE-02,PL-Beta,2024-01-01,22,,False,11.0,16,5.0,31.25,fitted,0.5223,SES
BE03-3716-GG,FID-BE-03,PL-Beta,2022-07-01,6,,False,14.0,18,4.0,22.22222222222222,fitted,0.05,SES
BE03-3716-GG,FID-BE-03,PL-Beta,2022-08-01,6,,False,14.0,17,3.0,17.647058823529413,fitted,0.05,SES
BE03-3716-GG,FID-BE-03,PL-Beta,2022-09-01,6,,False,14.0,18,4.0,22.22222222222222,fitted,0.05,SES
BE03-5079-OG,FID-BE-03,PL-Beta,2023-05-01,7,7.0,False,22.0,26,4.0,15.384615384615385,fitted,0.05,SES
BE03-5079-OG,FID-BE-03,PL-Beta,2023-06-01,7,8.0,False,22.0,28,6.0,21.428571428571427,fitted,0.05,SES
BE03-5079-OG,FID-BE-03,PL-Beta,2023-07-01,7,9.0,False,22.0,29,7.0,24.137931034482758,fitted,0.05,SES
BE03-9667-PX,FID-BE-03,PL-Beta,2024-10-01,14,14.0,False,45.0,44,1.0,2.272727272727273,fitted,0.7514,SES
BE03-9667-PX,FID-BE-03,PL-Beta,2024-11-01,14,15.0,False,45.0,48,3.0,6.25,fitted,0.7514,SES
BE03-9667-PX,FID-BE-03,PL-Beta,2024-12-01,14,16.0,False,45.0,44,1.0,2.272727272727273,fitted,0.7514,SES
BE04-1427-ZN,FID-BE-04,PL-Beta,2023-04-01,4,4.0,True,88.0,79,9.0,11.39240506329114,fitted,0.1547,SES
BE04-1427-ZN,FID-BE-04,PL-Beta,2023-05-01,4,5.0,True,88.0,73,15.0,20.54794520547945,fitted,0.1547,SES
BE04-1427-ZN,FID-BE-04,PL-Beta,2023-06-01,4,6.0,True,88.0,84,4.0,4.761904761904762,fitted,0.1547,SES
BE04-1458-CB,FID-BE-04,PL-Beta,2024-10-01,15,15.0,False,74.0,49,25.0,51.02040816326531,fitted,0.1265,SES
BE04-1458-CB,FID-BE-04,PL-Beta,2024-11-01,15,16.0,False,74.0,64,10.0,15.625,fitted,0.1265,SES
BE04-1458-CB,FID-BE-04,PL-Beta,2024-12-01,15,17.0,False,74.0,65,9.0,13.846153846153847,fitted,0.1265,SES
BE04-3812-KF,FID-BE-04,PL-Beta,2022-09-01,8,,False,73.0,78,5.0,6.41025641025641,fitted,0.5945,SES
BE04-3812-KF,FID-BE-04,PL-Beta,2022-10-01,8,,False,73.0,67,6.0,8.955223880597014,fitted,0.5945,SES
BE04-3812-KF,FID-BE-04,PL-Beta,2022-11-01,8,,False,73.0,60,13.0,21.666666666666668,fitted,0.5945,SES
BE05-2464-ZN,FID-BE-05,PL-Beta,2024-10-01,7,7.0,False,88.0,151,63.0,41.72185430463576,fitted,0.95,SES
BE05-2464-ZN,FID-BE-05,PL-Beta,2024-11-01,7,8.0,False,88.0,154,66.0,42.857142857142854,fitted,0.95,SES
BE05-2464-ZN,FID-BE-05,PL-Beta,2024-12-01,7,9.0,False,88.0,111,23.0,20.72072072072072,fitted,0.95,SES
BE05-5119-BJ,FID-BE-05,PL-Beta,2023-12-01,6,6.0,True,122.0,140,18.0,12.857142857142856,fitted,0.2016,SES
BE05-5119-BJ,FID-BE-05,PL-Beta,2024-01-01,6,7.0,False,122.0,164,42.0,25.609756097560975,fitted,0.2016,SES
BE05-5119-BJ,FID-BE-05,PL-Beta,2024-02-01,6,8.0,False,122.0,142,20.0,14.084507042253522,fitted,0.2016,SES
BE05-5798-CQ,FID-BE-05,PL-Beta,2022-02-01,1,,False,170.0,127,43.0,33.85826771653544,fitted,0.5,SES
BE05-5798-CQ,FID-BE-05,PL-Beta,2022-03-01,1,,False,170.0,144,26.0,18.055555555555554,fitted,0.5,SES
BE05-5798-CQ,FID-BE-05,PL-Beta,2022-04-01,1,,False,170.0,131,39.0,29.770992366412212,fitted,0.5,SES
BE05-6571-UK,FID-BE-05,PL-Beta,2023-03-01,10,10.0,False,133.0,153,20.0,13.071895424836603,fitted,0.3343,SES
BE05-6571-UK,FID-BE-05,PL-Beta,2023-04-01,10,11.0,False,133.0,86,47.0,54.65116279069767,fitted,0.3343,SES
BE05-6571-UK,FID-BE-05,PL-Beta,2023-05-01,10,12.0,False,133.0,102,31.0,30.392156862745097,fitted,0.3343,SES
BE06-1454-ZW,FID-BE-06,PL-Beta,2023-10-01,21,,False,186.0,178,8.0,4.49438202247191,fitted,0.5436,SES
BE06-1454-ZW,FID-BE-06,PL-Beta,2023-11-01,21,,False,186.0,145,41.0,28.27586206896552,fitted,0.5436,SES
BE06-1454-ZW,FID-BE-06,PL-Beta,2023-12-01,21,,False,186.0,183,3.0,1.639344262295082,fitted,0.5436,SES
BE06-5024-AS,FID-BE-06,PL-Beta,2024-10-01,9,9.0,False,178.0,168,10.0,5.952380952380952,fitted,0.4758,SES
BE06-5024-AS,FID-BE-06,PL-Beta,2024-11-01,9,10.0,False,178.0,145,33.0,22.758620689655174,fitted,0.4758,SES
BE06-5024-AS,FID-BE-06,PL-Beta,2024-12-01,9,11.0,False,178.0,169,9.0,5.325443786982249,fitted,0.4758,SES
BE07-7294-RN,FID-BE-07,PL-Beta,2022-04-01,3,,False,40.0,35,5.0,14.285714285714285,fitted,0.95,SES
BE07-7294-RN,FID-BE-07,PL-Beta,2022-05-01,3,,False,40.0,31,9.0,29.03225806451613,fitted,0.95,SES
BE07-7294-RN,FID-BE-07,PL-Beta,2022-06-01,3,,False,40.0,29,11.0,37.93103448275862,fitted,0.95,SES
BE07-8749-CL,FID-BE-07,PL-Beta,2024-10-01,8,8.0,False,41.0,21,20.0,95.23809523809523,fitted,0.95,SES
BE07-8749-CL,FID-BE-07,PL-Beta,2024-11-01,8,9.0,False,41.0,37,4.0,10.81081081081081,fitted,0.95,SES
BE07-8749-CL,FID-BE-07,PL-Beta,2024-12-01,8,10.0,False,41.0,43,2.0,4.651162790697675,fitted,0.95,SES
BE07-8789-GQ,FID-BE-07,PL-Beta,2023-11-01,16,16.0,False,36.0,36,0.0,0.0,fitted,0.0507,SES
BE07-8789-GQ,FID-BE-07,PL-Beta,2023-12-01,16,17.0,False,36.0,29,7.0,24.137931034482758,fitted,0.0507,SES
BE07-8789-GQ,FID-BE-07,PL-Beta,2024-01-01,16,18.0,False,36.0,40,4.0,10.0,fitted,0.0507,SES
BE08-3652-LY,FID-BE-08,PL-Beta,2022-05-01,4,,False,30.0,31,1.0,3.225806451612903,fitted,0.95,SES
BE08-3652-LY,FID-BE-08,PL-Beta,2022-06-01,4,,False,30.0,43,13.0,30.23255813953488,fitted,0.95,SES
BE08-3652-LY,FID-BE-08,PL-Beta,2022-07-01,4,,False,30.0,33,3.0,9.090909090909092,fitted,0.95,SES
BE08-3813-WG,FID-BE-08,PL-Beta,2024-10-01,26,26.0,False,28.0,21,7.0,33.33333333333333,fitted,0.0855,SES
BE08-3813-WG,FID-BE-08,PL-Beta,2024-11-01,26,27.0,False,28.0,20,8.0,40.0,fitted,0.0855,SES
BE08-3813-WG,FID-BE-08,PL-Beta,2024-12-01,26,28.0,False,28.0,29,1.0,3.4482758620689653,fitted,0.0855,SES
BE09-2451-XW,FID-BE-09,PL-Beta,2024-10-01,23,23.0,False,100.0,114,14.0,12.280701754385964,fitted,0.2236,SES
BE09-2451-XW,FID-BE-09,PL-Beta,2024-11-01,23,24.0,False,100.0,106,6.0,5.660377358490567,fitted,0.2236,SES
BE09-2451-XW,FID-BE-09,PL-Beta,2024-12-01,23,25.0,False,100.0,116,16.0,13.793103448275861,fitted,0.2236,SES
BE09-3664-NE,FID-BE-09,PL-Beta,2022-08-01,7,,False,58.0,66,8.0,12.121212121212121,fitted,0.4847,SES
BE09-3664-NE,FID-BE-09,PL-Beta,2022-09-01,7,,False,58.0,69,11.0,15.942028985507244,fitted,0.4847,SES
BE09-3664-NE,FID-BE-09,PL-Beta,2022-10-01,7,,False,58.0,72,14.0,19.444444444444446,fitted,0.4847,SES
BE10-1020-HQ,FID-BE-10,PL-Beta,2022-10-01,9,,False,200.0,206,6.0,2.912621359223301,fitted,0.95,SES
BE10-1020-HQ,FID-BE-10,PL-Beta,2022-11-01,9,,False,200.0,156,44.0,28.205128205128204,fitted,0.95,SES
BE10-1020-HQ,FID-BE-10,PL-Beta,2022-12-01,9,,False,200.0,187,13.0,6.951871657754011,fitted,0.95,SES
BE10-5973-PD,FID-BE-10,PL-Beta,2024-10-01,21,21.0,False,203.0,201,2.0,0.9950248756218906,fitted,0.3832,SES
BE10-5973-PD,FID-BE-10,PL-Beta,2024-11-01,21,22.0,False,203.0,235,32.0,13.617021276595745,fitted,0.3832,SES
BE10-5973-PD,FID-BE-10,PL-Beta,2024-12-01,21,23.0,False,203.0,193,10.0,5.181347150259067,fitted,0.3832,SES
BE11-2181-TO,FID-BE-11,PL-Beta,2023-08-01,19,,False,63.0,58,5.0,8.620689655172415,fitted,0.2144,SES
BE11-2181-TO,FID-BE-11,PL-Beta,2023-09-01,19,,False,63.0,71,8.0,11.267605633802818,fitted,0.2144,SES
BE11-2181-TO,FID-BE-11,PL-Beta,2023-10-01,19,,False,63.0,77,14.0,18.181818181818183,fitted,0.2144,SES
BE11-6899-UN,FID-BE-11,PL-Beta,2024-10-01,11,11.0,False,59.0,69,10.0,14.492753623188406,fitted,0.7267,SES
BE11-6899-UN,FID-BE-11,PL-Beta,2024-11-01,11,12.0,False,59.0,63,4.0,6.349206349206349,fitted,0.7267,SES
BE11-6899-UN,FID-BE-11,PL-Beta,2024-12-01,11,13.0,False,59.0,66,7.0,10.606060606060606,fitted,0.7267,SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-10-01,3,3.0,True,118.0,125,7.0,5.6000000000000005,fitted,0.95,SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-11-01,3,4.0,True,118.0,147,29.0,19.727891156462583,fitted,0.95,SES
BE12-1188-AY,FID-BE-12,PL-Beta,2024-12-01,3,5.0,True,118.0,117,1.0,0.8547008547008548,fitted,0.95,SES
BE12-9802-AI,FID-BE-12,PL-Beta,2024-04-01,27,,False,140.0,117,23.0,19.65811965811966,fitted,0.05,SES
BE12-9802-AI,FID-BE-12,PL-Beta,2024-05-01,27,,False,140.0,156,16.0,10.256410256410255,fitted,0.05,SES
BE12-9802-AI,FID-BE-12,PL-Beta,2024-06-01,27,,False,140.0,150,10.0,6.666666666666667,fitted,0.05,SES
DE01-4534-GY,FID-DE-01,PL-Delta,2022-07-01,6,,False,149.0,139,10.0,7.194244604316546,fitted,0.8781,SES
DE01-4534-GY,FID-DE-01,PL-Delta,2022-08-01,6,,False,149.0,165,16.0,9.696969696969697,fitted,0.8781,SES
DE01-4534-GY,FID-DE-01,PL-Delta,2022-09-01,6,,False,149.0,167,18.0,10.778443113772456,fitted,0.8781,SES
DE01-9255-LW,FID-DE-01,PL-Delta,2024-10-01,24,24.0,False,163.0,170,7.0,4.117647058823529,fitted,0.05,SES
DE01-9255-LW,FID-DE-01,PL-Delta,2024-11-01,24,25.0,False,163.0,157,6.0,3.821656050955414,fitted,0.05,SES
DE01-9255-LW,FID-DE-01,PL-Delta,2024-12-01,24,26.0,False,163.0,174,11.0,6.321839080459771,fitted,0.05,SES
DE02-3556-OB,FID-DE-02,PL-Delta,2023-01-01,12,,False,173.0,146,27.0,18.493150684931507,fitted,0.101,SES
DE02-3556-OB,FID-DE-02,PL-Delta,2023-02-01,12,,False,173.0,189,16.0,8.465608465608465,fitted,0.101,SES
DE02-3556-OB,FID-DE-02,PL-Delta,2023-03-01,12,,False,173.0,134,39.0,29.1044776119403,fitted,0.101,SES
