date,part_number,functional_id,product_line,demand,is_active
2024-07-01,AL05-9757-YI,FID-AL-05,PL-Alpha,55,1
2024-08-01,AL05-9757-YI,FID-AL-05,PL-Alpha,58,1
2024-09-01,AL05-9757-YI,FID-AL-05,PL-Alpha,64,1
2024-10-01,AL05-9757-YI,FID-AL-05,PL-Alpha,76,1
2024-11-01,AL05-9757-YI,FID-AL-05,PL-Alpha,54,1
2024-12-01,AL05-9757-YI,FID-AL-05,PL-Alpha,67,1
2022-01-01,AL06-3562-CC,FID-AL-06,PL-Alpha,140,1
2022-02-01,AL06-3562-CC,FID-AL-06,PL-Alpha,107,1
2022-03-01,AL06-3562-CC,FID-AL-06,PL-Alpha,107,1
2022-04-01,AL06-3562-CC,FID-AL-06,PL-Alpha,88,1
2022-05-01,AL06-3562-CC,FID-AL-06,PL-Alpha,106,1
2022-06-01,AL06-3562-CC,FID-AL-06,PL-Alpha,109,1
2022-07-01,AL06-3562-CC,FID-AL-06,PL-Alpha,145,1
2022-08-01,AL06-3562-CC,FID-AL-06,PL-Alpha,135,1
2022-09-01,AL06-6196-WP,FID-AL-06,PL-Alpha,94,1
2022-10-01,AL06-6196-WP,FID-AL-06,PL-Alpha,103,1
2022-11-01,AL06-6196-WP,FID-AL-06,PL-Alpha,85,1
2022-12-01,AL06-6196-WP,FID-AL-06,PL-Alpha,99,1
2023-01-01,AL06-6196-WP,FID-AL-06,PL-Alpha,140,1
2023-02-01,AL06-6196-WP,FID-AL-06,PL-Alpha,128,1
2023-03-01,AL06-6196-WP,FID-AL-06,PL-Alpha,99,1
2023-04-01,AL06-6196-WP,FID-AL-06,PL-Alpha,100,1
2023-05-01,AL06-6196-WP,FID-AL-06,PL-Alpha,78,1
2023-06-01,AL06-6196-WP,FID-AL-06,PL-Alpha,109,1
2023-07-01,AL06-6196-WP,FID-AL-06,PL-Alpha,96,1
2023-08-01,AL06-6196-WP,FID-AL-06,PL-Alpha,104,1
2023-09-01,AL06-2382-US,FID-AL-06,PL-Alpha,99,1
2023-10-01,AL06-2382-US,FID-AL-06,PL-Alpha,112,1
2023-11-01,AL06-2382-US,FID-AL-06,PL-Alpha,87,1
2023-12-01,AL06-2382-US,FID-AL-06,PL-Alpha,92,1
2024-01-01,AL06-2382-US,FID-AL-06,PL-Alpha,188,1
2024-02-01,AL06-2382-US,FID-AL-06,PL-Alpha,96,1
2024-03-01,AL06-2382-US,FID-AL-06,PL-Alpha,99,1
2024-04-01,AL06-2382-US,FID-AL-06,PL-Alpha,145,1
2024-05-01,AL06-2382-US,FID-AL-06,PL-Alpha,162,1
2024-06-01,AL06-2382-US,FID-AL-06,PL-Alpha,99,1
2024-07-01,AL06-2382-US,FID-AL-06,PL-Alpha,112,1
2024-08-01,AL06-2382-US,FID-AL-06,PL-Alpha,124,1
2024-09-01,AL06-2382-US,FID-AL-06,PL-Alpha,146,1
2024-10-01,AL06-2382-US,FID-AL-06,PL-Alpha,104,1
2024-11-01,AL06-2382-US,FID-AL-06,PL-Alpha,116,1
2024-12-01,AL06-2382-US,FID-AL-06,PL-Alpha,133,1
2022-01-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,145,1
2022-02-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,130,1
2022-03-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,116,1
2022-04-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,119,1
2022-05-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,114,1
2022-06-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,113,1
2022-07-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,101,1
2022-08-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,118,1
2022-09-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,111,1
2022-10-01,AL07-5544-NZ,FID-AL-07,PL-Alpha,148,1
2022-11-01,AL07-4297-JO,FID-AL-07,PL-Alpha,140,1
2022-12-01,AL07-4297-JO,FID-AL-07,PL-Alpha,120,1
2023-01-01,AL07-4297-JO,FID-AL-07,PL-Alpha,127,1
2023-02-01,AL07-4297-JO,FID-AL-07,PL-Alpha,94,1
2023-03-01,AL07-4297-JO,FID-AL-07,PL-Alpha,133,1
2023-04-01,AL07-4297-JO,FID-AL-07,PL-Alpha,117,1
2023-05-01,AL07-4297-JO,FID-AL-07,PL-Alpha,121,1
2023-06-01,AL07-4297-JO,FID-AL-07,PL-Alpha,83,1
2023-07-01,AL07-4297-JO,FID-AL-07,PL-Alpha,129,1
2023-08-01,AL07-4297-JO,FID-AL-07,PL-Alpha,121,1
2023-09-01,AL07-4297-JO,FID-AL-07,PL-Alpha,94,1
2023-10-01,AL07-4297-JO,FID-AL-07,PL-Alpha,105,1
2023-11-01,AL07-4297-JO,FID-AL-07,PL-Alpha,117,1
2023-12-01,AL07-4297-JO,FID-AL-07,PL-Alpha,114,1
2024-01-01,AL07-4297-JO,FID-AL-07,PL-Alpha,132,1
2024-02-01,AL07-4297-JO,FID-AL-07,PL-Alpha,111,1
2024-03-01,AL07-4297-JO,FID-AL-07,PL-Alpha,109,1
2024-04-01,AL07-4297-JO,FID-AL-07,PL-Alpha,116,1
2024-05-01,AL07-4297-JO,FID-AL-07,PL-Alpha,138,1
2024-06-01,AL07-4297-JO,FID-AL-07,PL-Alpha,69,1
2024-07-01,AL07-4297-JO,FID-AL-07,PL-Alpha,109,1
2024-08-01,AL07-4297-JO,FID-AL-07,PL-Alpha,116,1
2024-09-01,AL07-4297-JO,FID-AL-07,PL-Alpha,118,1
2024-10-01,AL07-4297-JO,FID-AL-07,PL-Alpha,107,1
2024-11-01,AL07-4297-JO,FID-AL-07,PL-Alpha,83,1
2024-12-01,AL07-4297-JO,FID-AL-07,PL-Alpha,119,1
2022-01-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,103,1
2022-02-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,91,1
2022-03-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,85,1
2022-04-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,77,1
2022-05-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,91,1
2022-06-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,77,1
2022-07-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,81,1
2022-08-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,69,1
2022-09-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,73,1
2022-10-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,64,1
2022-11-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,83,1
2022-12-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,59,1
2023-01-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,99,1
2023-02-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,70,1
2023-03-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,85,1
2023-04-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,80,1
2023-05-01,AL08-6395-VQ,FID-AL-08,PL-Alpha,92,1
2023-06-01,AL08-2252-WP,FID-AL-08,PL-Alpha,80,1
2023-07-01,AL08-2252-WP,FID-AL-08,PL-Alpha,55,1
2023-08-01,AL08-2252-WP,FID-AL-08,PL-Alpha,71,1
2023-09-01,AL08-2252-WP,FID-AL-08,PL-Alpha,59,1
2023-10-01,AL08-2252-WP,FID-AL-08,PL-Alpha,66,1
2023-11-01,AL08-2252-WP,FID-AL-08,PL-Alpha,88,1
2023-12-01,AL08-2252-WP,FID-AL-08,PL-Alpha,79,1
2024-01-01,AL08-2252-WP,FID-AL-08,PL-Alpha,93,1
2024-02-01,AL08-2252-WP,FID-AL-08,PL-Alpha,61,1
2024-03-01,AL08-2252-WP,FID-AL-08,PL-Alpha,72,1
2024-04-01,AL08-2252-WP,FID-AL-08,PL-Alpha,59,1
2024-05-01,AL08-2252-WP,FID-AL-08,PL-Alpha,65,1
2024-06-01,AL08-2252-WP,FID-AL-08,PL-Alpha,75,1
2024-07-01,AL08-2252-WP,FID-AL-08,PL-Alpha,84,1
2024-08-01,AL08-9380-SB,FID-AL-08,PL-Alpha,79,1
2024-09-01,AL08-9380-SB,FID-AL-08,PL-Alpha,47,1
2024-10-01,AL08-9380-SB,FID-AL-08,PL-Alpha,75,1
2024-11-01,AL08-9380-SB,FID-AL-08,PL-Alpha,73,1
2024-12-01,AL08-9380-SB,FID-AL-08,PL-Alpha,76,1
2022-01-01,AL09-1397-FH,FID-AL-09,PL-Alpha,181,1
2022-02-01,AL09-1397-FH,FID-AL-09,PL-Alpha,180,1
2022-03-01,AL09-1397-FH,FID-AL-09,PL-Alpha,186,1
2022-04-01,AL09-1397-FH,FID-AL-09,PL-Alpha,166,1
2022-05-01,AL09-1397-FH,FID-AL-09,PL-Alpha,166,1
2022-06-01,AL09-1397-FH,FID-AL-09,PL-Alpha,166,1
2022-07-01,AL09-1397-FH,FID-AL-09,PL-Alpha,139,1
2022-08-01,AL09-8911-CG,FID-AL-09,PL-Alpha,156,1
2022-09-01,AL09-8911-CG,FID-AL-09,PL-Alpha,156,1
2022-10-01,AL09-8911-CG,FID-AL-09,PL-Alpha,169,1
2022-11-01,AL09-8911-CG,FID-AL-09,PL-Alpha,184,1
2022-12-01,AL09-8911-CG,FID-AL-09,PL-Alpha,135,1
2023-01-01,AL09-8911-CG,FID-AL-09,PL-Alpha,210,1
2023-02-01,AL09-8911-CG,FID-AL-09,PL-Alpha,196,1
2023-03-01,AL09-8911-CG,FID-AL-09,PL-Alpha,142,1
2023-04-01,AL09-8911-CG,FID-AL-09,PL-Alpha,140,1
2023-05-01,AL09-8911-CG,FID-AL-09,PL-Alpha,165,1
2023-06-01,AL09-8911-CG,FID-AL-09,PL-Alpha,180,1
2023-07-01,AL09-7159-CH,FID-AL-09,PL-Alpha,160,1
2023-08-01,AL09-7159-CH,FID-AL-09,PL-Alpha,192,1
2023-09-01,AL09-7159-CH,FID-AL-09,PL-Alpha,181,1
2023-10-01,AL09-7159-CH,FID-AL-09,PL-Alpha,180,1
2023-11-01,AL09-7159-CH,FID-AL-09,PL-Alpha,173,1
2023-12-01,AL09-7159-CH,FID-AL-09,PL-Alpha,216,1
2024-01-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,200,1
2024-02-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,112,1
2024-03-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,199,1
2024-04-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,149,1
2024-05-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,163,1
2024-06-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,191,1
2024-07-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,122,1
2024-08-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,130,1
2024-09-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,122,1
2024-10-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,141,1
2024-11-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,171,1
2024-12-01,AL09-3554-QJ,FID-AL-09,PL-Alpha,173,1
2022-01-01,AL10-1825-JF,FID-AL-10,PL-Alpha,41,1
2022-02-01,AL10-1825-JF,FID-AL-10,PL-Alpha,33,1
2022-03-01,AL10-1825-JF,FID-AL-10,PL-Alpha,28,1
2022-04-01,AL10-1825-JF,FID-AL-10,PL-Alpha,31,1
2022-05-01,AL10-1825-JF,FID-AL-10,PL-Alpha,33,1
2022-06-01,AL10-1825-JF,FID-AL-10,PL-Alpha,36,1
2022-07-01,AL10-1825-JF,FID-AL-10,PL-Alpha,31,1
2022-08-01,AL10-1825-JF,FID-AL-10,PL-Alpha,36,1
2022-09-01,AL10-1825-JF,FID-AL-10,PL-Alpha,33,1
2022-10-01,AL10-1825-JF,FID-AL-10,PL-Alpha,34,1
2022-11-01,AL10-1825-JF,FID-AL-10,PL-Alpha,39,1
2022-12-01,AL10-1825-JF,FID-AL-10,PL-Alpha,27,1
2023-01-01,AL10-1825-JF,FID-AL-10,PL-Alpha,40,1
2023-02-01,AL10-1825-JF,FID-AL-10,PL-Alpha,30,1
2023-03-01,AL10-1825-JF,FID-AL-10,PL-Alpha,26,1
2023-04-01,AL10-7931-GY,FID-AL-10,PL-Alpha,34,1
2023-05-01,AL10-7931-GY,FID-AL-10,PL-Alpha,41,1
2023-06-01,AL10-7931-GY,FID-AL-10,PL-Alpha,37,1
2023-07-01,AL10-7931-GY,FID-AL-10,PL-Alpha,40,1
2023-08-01,AL10-7931-GY,FID-AL-10,PL-Alpha,44,1
2023-09-01,AL10-7931-GY,FID-AL-10,PL-Alpha,46,1
2023-10-01,AL10-7931-GY,FID-AL-10,PL-Alpha,40,1
2023-11-01,AL10-7931-GY,FID-AL-10,PL-Alpha,47,1
2023-12-01,AL10-2651-QP,FID-AL-10,PL-Alpha,42,1
2024-01-01,AL10-2651-QP,FID-AL-10,PL-Alpha,45,1
2024-02-01,AL10-2651-QP,FID-AL-10,PL-Alpha,40,1
2024-03-01,AL10-2651-QP,FID-AL-10,PL-Alpha,36,1
2024-04-01,AL10-2651-QP,FID-AL-10,PL-Alpha,40,1
2024-05-01,AL10-2651-QP,FID-AL-10,PL-Alpha,42,1
2024-06-01,AL10-2651-QP,FID-AL-10,PL-Alpha,48,1
2024-07-01,AL10-2651-QP,FID-AL-10,PL-Alpha,53,1
2024-08-01,AL10-4387-ES,FID-AL-10,PL-Alpha,39,1
2024-09-01,AL10-4387-ES,FID-AL-10,PL-Alpha,48,1
2024-10-01,AL10-4387-ES,FID-AL-10,PL-Alpha,42,1
2024-11-01,AL10-4387-ES,FID-AL-10,PL-Alpha,49,1
2024-12-01,AL10-4387-ES,FID-AL-10,PL-Alpha,47,1
2022-01-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,172,1
2022-02-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,108,1
2022-03-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,90,1
2022-04-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,134,1
2022-05-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,111,1
2022-06-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,137,1
2022-07-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,125,1
2022-08-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,118,1
2022-09-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,127,1
2022-10-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,155,1
2022-11-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,158,1
2022-12-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,125,1
2023-01-01,AL11-8273-EJ,FID-AL-11,PL-Alpha,163,1
2023-02-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,144,1
2023-03-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,113,1
2023-04-01,AL11-7629-ZQ,FID-AL-11,PL-Alpha,134,1
